,pinn_mae,nn2_mae,pinn_rmse,nn2_rmse,improvement
sensor_482010026,12.495098217964305,0.8235313964111409,15.943686221871756,2.1234552140310745,93.40916428150085
sensor_482010057,2.3555218748235562,0.7946868302999126,3.6109997578569253,0.9803341785317383,66.26281255148862
sensor_482010069,3.940088639770574,2.2997747532089563,8.371202803918159,2.437542698719224,41.63139554792176
sensor_482010617,16.412814504661274,1.0053864731611504,21.3269507985449,3.2797895394123273,93.87438106440781
sensor_482010803,5.943095525594395,0.5512679082056069,8.115005721075933,0.8604881472159445,90.7242293880095
sensor_482011015,12.747498732101002,0.7790089126950287,15.910678951016967,1.6405717495145644,93.88892731769165
sensor_482011035,3.1275104928298942,0.6697581070944165,5.7019272764795685,0.9122258634463117,78.5849445228114
sensor_482011039,4.9146843682747505,1.0505065100560034,6.264243938015935,1.650513157169985,78.62514799857284
sensor_482016000,4.25556564056814,2.6922502619733333,8.249830632711761,2.8762142596495472,36.73578345712218
