forecast_timestamp,current_timestamp,x,y,source_x_cartesian,source_y_cartesian,source_diameter,Q,wind_u,wind_v,D,stability_class
2026-02-01 03:00:00,2026-02-01,29.8314,-95.115,3380,8995,2515,0.0004,0.8682400567851651,2.19526917597706,2.665864964317499,E
2026-02-01 03:00:00,2026-02-01,29.8314,-95.115,3380,8995,2515,0.0004,0.8682400567851651,2.19526917597706,2.665864964317499,E
2026-02-01 04:00:00,2026-02-01 01:00:00,29.8314,-95.115,3380,8995,2515,0.0004,5.775817421935551,5.192603071243113,17.541387037648413,D
2026-02-01 15:00:00,2026-02-01 12:00:00,29.8322,-95.1114,14970.18,23127.32,2515.0,0.0007,4.4,1.3471114790620886e-15,73.24721967994711,C
2026-02-01 15:00:00,2026-02-01 12:00:00,29.8322,-95.1114,14970.18,23127.32,2515.0,0.0007,4.4,1.3471114790620886e-15,73.24721967994711,C
