timestamp,sensor_id,pinn_pred,final_pred,ground_truth
2021-02-01 03:00:00,sensor_482010026,,0.30098075,
2021-02-01 03:00:00,sensor_482010057,,-0.6082928,
2021-02-01 03:00:00,sensor_482010069,,-2.2384686,0.172867
2021-02-01 03:00:00,sensor_482010617,,0.16893804,
2021-02-01 03:00:00,sensor_482010803,,-0.2855859,
2021-02-01 03:00:00,sensor_482011015,,0.51023257,0.479783
2021-02-01 03:00:00,sensor_482011035,,-0.5062932,0.165383
2021-02-01 03:00:00,sensor_482011039,,-0.5617827,
2021-02-01 03:00:00,sensor_482016000,,-2.6542444,
2021-02-01 04:00:00,sensor_482010026,,0.35767478,0.1375
2021-02-01 04:00:00,sensor_482010057,,-0.5243655,0.184083
2021-02-01 04:00:00,sensor_482010069,,-2.1961467,0.198417
2021-02-01 04:00:00,sensor_482010617,,0.148918,0.104083
2021-02-01 04:00:00,sensor_482010803,,-0.23678294,0.13935
2021-02-01 04:00:00,sensor_482011015,,0.52618146,0.34525
2021-02-01 04:00:00,sensor_482011035,,-0.48485133,0.213233
2021-02-01 04:00:00,sensor_482011039,,-0.18950644,0.501683
2021-02-01 04:00:00,sensor_482016000,,-2.6355581,0.128283
2021-02-01 05:00:00,sensor_482010026,,0.3914012,0.1397
2021-02-01 05:00:00,sensor_482010057,,-0.5733502,0.17885
2021-02-01 05:00:00,sensor_482010069,,-2.2368138,0.202533
2021-02-01 05:00:00,sensor_482010617,,0.20424256,0.15235
2021-02-01 05:00:00,sensor_482010803,,-0.18302038,0.160317
2021-02-01 05:00:00,sensor_482011015,,0.5295124,0.324967
2021-02-01 05:00:00,sensor_482011035,,-0.45701733,0.2102
2021-02-01 05:00:00,sensor_482011039,,-0.34989366,0.238317
2021-02-01 05:00:00,sensor_482016000,,-2.6697354,0.127117
2021-02-01 06:00:00,sensor_482010026,,0.36335722,0.155667
2021-02-01 06:00:00,sensor_482010057,,-0.5408071,0.180317
2021-02-01 06:00:00,sensor_482010069,,-2.2108505,0.245217
2021-02-01 06:00:00,sensor_482010617,,0.14802715,0.119317
2021-02-01 06:00:00,sensor_482010803,,-0.21532163,0.1607
2021-02-01 06:00:00,sensor_482011015,,0.42158103,0.13215
2021-02-01 06:00:00,sensor_482011035,,-0.50347507,0.2081
2021-02-01 06:00:00,sensor_482011039,,-0.33887485,0.339583
2021-02-01 06:00:00,sensor_482016000,,-2.6497347,0.1257
2021-02-01 07:00:00,sensor_482010026,,0.33626345,0.177
2021-02-01 07:00:00,sensor_482010057,,-0.50352204,0.214533
2021-02-01 07:00:00,sensor_482010069,,-2.1867104,0.237
2021-02-01 07:00:00,sensor_482010617,,0.09776586,0.120117
2021-02-01 07:00:00,sensor_482010803,,-0.19732174,0.196567
2021-02-01 07:00:00,sensor_482011015,,0.4055399,0.155617
2021-02-01 07:00:00,sensor_482011035,,-0.47784403,0.275867
2021-02-01 07:00:00,sensor_482011039,,-0.43630198,0.187917
2021-02-01 07:00:00,sensor_482016000,,-2.6249125,0.207183
2021-02-01 08:00:00,sensor_482010026,,0.38294527,0.169467
2021-02-01 08:00:00,sensor_482010057,,-0.54105866,0.164867
2021-02-01 08:00:00,sensor_482010069,,-2.2200115,0.204183
2021-02-01 08:00:00,sensor_482010617,,0.122054994,0.1092
2021-02-01 08:00:00,sensor_482010803,,-0.15789744,0.151083
2021-02-01 08:00:00,sensor_482011015,,0.43148658,0.1545
2021-02-01 08:00:00,sensor_482011035,,-0.5249169,0.219933
2021-02-01 08:00:00,sensor_482011039,,-0.5015931,0.189833
2021-02-01 08:00:00,sensor_482016000,,-2.6614547,0.194117
2021-02-01 09:00:00,sensor_482010026,,0.29056606,0.152583
2021-02-01 09:00:00,sensor_482010057,,-0.5776069,0.115733
2021-02-01 09:00:00,sensor_482010069,,-2.251108,0.127967
2021-02-01 09:00:00,sensor_482010617,,0.043896973,0.099233
2021-02-01 09:00:00,sensor_482010803,,-0.21841243,0.151783
2021-02-01 09:00:00,sensor_482011015,,0.40140033,0.1501
2021-02-01 09:00:00,sensor_482011035,,-0.57808816,0.154583
2021-02-01 09:00:00,sensor_482011039,,-0.4237534,0.2155
2021-02-01 09:00:00,sensor_482016000,,-2.6801095,
2021-02-01 10:00:00,sensor_482010026,,0.25644955,0.16645
2021-02-01 10:00:00,sensor_482010057,,-0.48901305,0.1342
2021-02-01 10:00:00,sensor_482010069,,-2.1764376,0.163167
2021-02-01 10:00:00,sensor_482010617,,-0.021627307,0.0943
2021-02-01 10:00:00,sensor_482010803,,-0.23182866,0.1392
2021-02-01 10:00:00,sensor_482011015,,0.52366155,0.541483
2021-02-01 10:00:00,sensor_482011035,,-0.5690832,0.166683
2021-02-01 10:00:00,sensor_482011039,,-0.56958795,0.197083
2021-02-01 10:00:00,sensor_482016000,,-2.6168926,
2021-02-01 11:00:00,sensor_482010026,,0.32555965,0.16285
2021-02-01 11:00:00,sensor_482010057,,-0.5202514,0.13435
2021-02-01 11:00:00,sensor_482010069,,-2.2243142,0.1834
2021-02-01 11:00:00,sensor_482010617,,0.044303805,0.107367
2021-02-01 11:00:00,sensor_482010803,,-0.16444793,0.137117
2021-02-01 11:00:00,sensor_482011015,,0.47546872,0.24635
2021-02-01 11:00:00,sensor_482011035,,-0.57978773,0.179367
2021-02-01 11:00:00,sensor_482011039,,-0.47153267,0.263533
2021-02-01 11:00:00,sensor_482016000,,-2.6665578,
2021-02-01 12:00:00,sensor_482010026,,0.23952696,0.134933
2021-02-01 12:00:00,sensor_482010057,,-0.52443427,0.142167
2021-02-01 12:00:00,sensor_482010069,,-2.1959455,0.198833
2021-02-01 12:00:00,sensor_482010617,,-0.02370447,0.102433
2021-02-01 12:00:00,sensor_482010803,,-0.18708786,0.121717
2021-02-01 12:00:00,sensor_482011015,,0.8589188,1.262283
2021-02-01 12:00:00,sensor_482011035,,-0.5848124,0.161383
2021-02-01 12:00:00,sensor_482011039,,-0.5394507,0.1842
2021-02-01 12:00:00,sensor_482016000,,-2.6353202,
2021-02-01 13:00:00,sensor_482010026,,0.27527118,0.121567
2021-02-01 13:00:00,sensor_482010057,,-0.5574815,0.119283
2021-02-01 13:00:00,sensor_482010069,,-2.2465122,0.143583
2021-02-01 13:00:00,sensor_482010617,,0.030795991,0.091517
2021-02-01 13:00:00,sensor_482010803,,-0.19113484,0.1179
2021-02-01 13:00:00,sensor_482011015,,0.5833293,0.616633
2021-02-01 13:00:00,sensor_482011035,,-0.5814339,0.150983
