t,x,y,source_x,source_y,source_x_cartesian,source_y_cartesian,source_diameter,Q_total,wind_u,wind_v,D,phi,wind_quality
2019-01-01 13:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.9248172290276389,1.0055006531468005,5.625055375095677,,1.0
2019-01-01 15:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-2.634399056789687,0.5353634056615606,3.077987004844183,,1.0
2019-01-01 16:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.3994345191868055,3.7440090818022407,3.077987004844183,,1.0
2019-01-01 17:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-1.1162788190382622,2.5096950343096984,1.664709538180616,,1.0
2019-01-01 18:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.2916870519209342,1.3901938735921284,1.664709538180616,,1.0
2019-01-01 19:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-3.2786401880266256,2.270333472807189,1.0,,1.0
2019-01-01 20:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.959080842375152,-0.4528006784116314,1.0,,1.0
2019-01-01 21:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.510346159797577,2.127586883154114,1.0,,1.0
2019-01-01 22:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.5412954249375164,0.5422474864442993,1.0,,1.0
2019-01-01 23:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.760408331919222,0.1486646306625048,1.0,,1.0
2019-01-02 00:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.9572873758299713,0.7051218123669548,1.0,,1.0
2019-01-02 01:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.0677932649758053,1.1618689934303563,1.0,,1.0
2019-01-02 02:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.3808351707652868,1.1534311497900342,1.0,,1.0
2019-01-02 03:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-2.3291808195159027,1.1703187540068518,1.0,,1.0
2019-01-02 04:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-3.071329968731664,2.4862852454566173,1.0,,1.0
2019-01-02 05:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.643728821712766,2.285215783979764,1.0,,1.0
2019-01-02 06:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-2.29004913150768,0.7251412986904184,1.664709538180616,,1.0
2019-01-02 07:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-1.1577230411183792,1.39373056723747,1.664709538180616,,1.0
2019-01-02 08:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-1.1408087475620468,1.0297490401532698,3.077987004844183,,1.0
2019-01-02 09:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.4954649791584979,0.6428685038267742,3.077987004844183,,1.0
2019-01-02 10:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-2.9850973214277507,0.5315901047970207,5.625055375095677,,1.0
2019-01-02 11:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-3.351221219229447,2.674723740285895,25.146247077290717,,1.0
2019-01-02 12:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-2.2676247351388055,1.4915208491495835,5.625055375095677,,1.0
2019-01-02 13:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-2.5958408933078627,1.1047848036383945,5.625055375095677,,1.0
2019-01-02 14:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-1.2400585962345994,2.792478004806199,5.625055375095677,,1.0
2019-01-02 15:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-1.7750572917549046,4.110169852148232,13.75983284843402,,1.0
2019-01-02 16:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-2.8314612472517156,0.9512123782791804,3.077987004844183,,1.0
2019-01-02 17:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-1.6548180203013447,2.922131030881507,1.664709538180616,,1.0
2019-01-02 18:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.091007274811675,1.5995474633545832,1.664709538180616,,1.0
2019-01-02 19:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.2118759224507255,3.6916170152390424,1.0,,1.0
2019-01-02 20:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-2.175700870346059,2.156162909460528,1.0,,1.0
2019-01-02 21:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-2.102052241519022,-0.4215018549701089,1.0,,1.0
2019-01-02 22:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-3.805615420125253,-1.8520731305247289,1.0,,1.0
2019-01-02 23:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.805163946847249,0.3465133357382092,1.0,,1.0
2019-01-03 00:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.366682190583269,1.1354414437083469,1.0,,1.0
