process_noise,measurement_noise,decay_rate,pinn_weight,mae,rmse,detection_rate,false_alarm_rate,peak_capture,n_exceedances,n_false_alarms,objective_score
0.1,0.1,0.7,0.7,0.3461867823330893,1.338272279955291,0.0,0.0,0.0,5,0,55.069237356466616
0.1,0.1,0.7,0.9,0.35257182694401723,1.3379642865092098,0.0,0.0,0.0,5,0,55.0705143653888
0.1,0.1,0.9,0.1,0.3518692828060528,1.344442313739933,0.0,0.0,0.0,5,0,55.07037385656121
0.1,0.1,0.9,0.3,0.35275137043721594,1.3442266272987209,0.0,0.0,0.0,5,0,55.070550274087445
0.1,0.1,0.9,0.5,0.35388031845743945,1.3440379585197366,0.0,0.0,0.0,5,0,55.07077606369149
0.1,0.1,0.9,0.7,0.3551896596328944,1.3438763187821285,0.0,0.0,0.0,5,0,55.071037931926575
0.1,0.1,0.9,0.9,0.3567582009308576,1.3437417178399307,0.0,0.0,0.0,5,0,55.07135164018617
0.1,0.5,0.1,0.1,0.353568673747243,1.3801864388126641,0.0,0.0,0.0,5,0,55.07071373474945
0.1,0.5,0.1,0.3,0.3444376726753905,1.3721657282356043,0.0,0.0,0.0,5,0,55.06888753453508
0.1,0.5,0.1,0.5,0.355949658584721,1.3675819702222642,0.0,0.0,0.0,5,0,55.071189931716944
0.1,0.5,0.1,0.7,0.377247538490085,1.366469752493767,0.0,0.0,0.0,5,0,55.07544950769802
0.1,0.5,0.1,0.9,0.4061257893443638,1.368837537238969,0.0,0.0,0.0,5,0,55.08122515786887
0.1,0.5,0.3,0.1,0.34408303292821296,1.375076691081296,0.0,0.0,0.0,5,0,55.06881660658564
0.1,0.5,0.3,0.3,0.3365101203922373,1.3675744116055495,0.0,0.0,0.0,5,0,55.06730202407845
0.1,0.5,0.3,0.5,0.34688052782633644,1.362914005302012,0.0,0.0,0.0,5,0,55.06937610556527
0.1,0.5,0.3,0.7,0.36627872351054297,1.3611246636753769,0.0,0.0,0.0,5,0,55.07325574470211
0.1,0.5,0.3,0.9,0.3924668836349362,1.3622177006372258,0.0,0.0,0.0,5,0,55.07849337672699
0.1,0.5,0.5,0.1,0.33132747682297725,1.3664389655733498,0.0,0.0,0.0,5,0,55.0662654953646
0.1,0.5,0.5,0.3,0.3273052594261584,1.3602337469442687,0.0,0.0,0.0,5,0,55.06546105188523
0.1,0.5,0.5,0.5,0.3372453223056139,1.3561446002168929,0.0,0.0,0.0,5,0,55.06744906446112
0.1,0.5,0.5,0.7,0.35495273353039586,1.3541906947514222,0.0,0.0,0.0,5,0,55.07099054670608
0.1,0.5,0.5,0.9,0.3776085972971456,1.3543812718314425,0.0,0.0,0.0,5,0,55.07552171945943
0.1,0.5,0.7,0.1,0.3219863451590315,1.3538338707039783,0.0,0.0,0.0,5,0,55.06439726903181
0.1,0.5,0.7,0.3,0.32322619539143277,1.3500593227945201,0.0,0.0,0.0,5,0,55.06464523907829
0.1,0.5,0.7,0.5,0.3323387460692837,1.3474256712552197,0.0,0.0,0.0,5,0,55.06646774921386
0.1,0.5,0.7,0.7,0.3463361871813645,1.34593961340948,0.0,0.0,0.0,5,0,55.06926723743627
0.1,0.5,0.7,0.9,0.3638324877318513,1.3456049513977875,0.0,0.0,0.0,5,0,55.07276649754637
0.1,0.5,0.9,0.1,0.3439358121572439,1.3454010670590606,0.0,0.0,0.0,5,0,55.06878716243145
0.1,0.5,0.9,0.3,0.3471880088192558,1.3446340498747806,0.0,0.0,0.0,5,0,55.06943760176385
0.1,0.5,0.9,0.5,0.3515268453526134,1.3440340976120828,0.0,0.0,0.0,5,0,55.070305369070525
0.1,0.5,0.9,0.7,0.3568646351193628,1.3436014340672133,0.0,0.0,0.0,5,0,55.07137292702387
0.1,0.5,0.9,0.9,0.36286111517707886,1.3433362208819117,0.0,0.0,0.0,5,0,55.072572223035415
0.5,0.001,0.1,0.1,0.3669640472313474,1.3841634466273862,0.0,0.0010460251046025104,0.0,5,1,55.075484859655475
0.5,0.001,0.1,0.3,0.36433094472721794,1.3831652956028286,0.0,0.0010460251046025104,0.0,5,1,55.07495823915465
0.5,0.001,0.1,0.5,0.36321071795866494,1.382393530104481,0.0,0.0010460251046025104,0.0,5,1,55.07473419380094
0.5,0.001,0.1,0.7,0.36314506706847594,1.3818485294428657,0.0,0.0010460251046025104,0.0,5,1,55.0747210636229
0.5,0.001,0.1,0.9,0.36414175471548577,1.3815305619877203,0.0,0.0010460251046025104,0.0,5,1,55.074920401152305
0.5,0.001,0.3,0.1,0.36404691614986334,1.3825039789111104,0.0,0.0010460251046025104,0.0,5,1,55.07490143343918
0.5,0.001,0.3,0.3,0.3621903242975737,1.3818144144816658,0.0,0.0010460251046025104,0.0,5,1,55.07453011506872
0.5,0.001,0.3,0.5,0.36167660901009474,1.3812672190979316,0.0,0.0010460251046025104,0.0,5,1,55.07442737201123
0.5,0.001,0.3,0.7,0.3618625854739699,1.3808625620099657,0.0,0.0010460251046025104,0.0,5,1,55.074464567304
0.5,0.001,0.3,0.9,0.3625751097407718,1.3806005685526452,0.0,0.0010460251046025104,0.0,5,1,55.07460707215736
0.5,0.001,0.5,0.1,0.3632968578482738,1.3815308864068205,0.0,0.0010460251046025104,0.0,5,1,55.07475142177886
0.5,0.001,0.5,0.3,0.3622332196442662,1.3811031702930099,0.0,0.0010460251046025104,0.0,5,1,55.07453869413806
0.5,0.001,0.5,0.5,0.3618149868725042,1.38075248566897,0.0,0.0010460251046025104,0.0,5,1,55.074455047583704
0.5,0.001,0.5,0.7,0.3618826629068624,1.3804788912398924,0.0,0.0010460251046025104,0.0,5,1,55.07446858279058
0.5,0.001,0.5,0.9,0.36226591837766814,1.38028243284737,0.0,0.0010460251046025104,0.0,5,1,55.07454523388474
0.5,0.001,0.7,0.1,0.36337790271298553,1.381250107793989,0.0,0.0010460251046025104,0.0,5,1,55.0747676307518
0.5,0.001,0.7,0.3,0.362840796721154,1.3810351986310274,0.0,0.0010460251046025104,0.0,5,1,55.074660209553436
0.5,0.001,0.7,0.5,0.36257907824410407,1.380850449907614,0.0,0.0010460251046025104,0.0,5,1,55.07460786585803
0.5,0.001,0.7,0.7,0.36250508990644215,1.3806958737309096,0.0,0.0010460251046025104,0.0,5,1,55.074593068190495
0.5,0.001,0.7,0.9,0.362610108771524,1.3805714802357547,0.0,0.0010460251046025104,0.0,5,1,55.07461407196351
0.5,0.001,0.9,0.1,0.3642353708178161,1.3816713202244904,0.0,0.0010460251046025104,0.0,5,1,55.07493912437277
0.5,0.001,0.9,0.3,0.36413587094119,1.3816151024279473,0.0,0.0010460251046025104,0.0,5,1,55.07491922439745
0.5,0.001,0.9,0.5,0.3640363710645638,1.3815626349545784,0.0,0.0010460251046025104,0.0,5,1,55.07489932442212
0.5,0.001,0.9,0.7,0.36393691390465205,1.3815139182316756,0.0,0.0010460251046025104,0.0,5,1,55.07487943299014
0.5,0.001,0.9,0.9,0.36383751466905784,1.381468952656043,0.0,0.0010460251046025104,0.0,5,1,55.07485955314302
0.5,0.01,0.1,0.1,0.3650362732161478,1.3811966813579475,0.0,0.0010460251046025104,0.0,5,1,55.075099304852436
0.5,0.01,0.1,0.3,0.3624906612224471,1.3801703519422919,0.0,0.0010460251046025104,0.0,5,1,55.0745901824537
0.5,0.01,0.1,0.5,0.36147848242842984,1.3793731274609553,0.0,0.0010460251046025104,0.0,5,1,55.074387746694896
0.5,0.01,0.1,0.7,0.3615313560476953,1.3788054053190126,0.0,0.0010460251046025104,0.0,5,1,55.07439832141875
0.5,0.01,0.1,0.9,0.3626631777205999,1.3784674690782663,0.0,0.0010460251046025104,0.0,5,1,55.07462468575333
0.5,0.01,0.3,0.1,0.3621478221625013,1.3795224399046155,0.0,0.0010460251046025104,0.0,5,1,55.074521614641704
0.5,0.01,0.3,0.3,0.3603457659253867,1.378807870990534,0.0,0.0010460251046025104,0.0,5,1,55.07416120339428
0.5,0.01,0.3,0.5,0.35990987659908996,1.3782382671977023,0.0,0.0010460251046025104,0.0,5,1,55.07407402552902
0.5,0.01,0.3,0.7,0.36018367148103353,1.3778138083167877,0.0,0.0010460251046025104,0.0,5,1,55.07412878450541
0.5,0.01,0.3,0.9,0.36099600899807055,1.3775346285180292,0.0,0.0010460251046025104,0.0,5,1,55.07429125200882
0.5,0.01,0.5,0.1,0.36147223659638084,1.378525842132196,0.0,0.0010460251046025104,0.0,5,1,55.07438649752849
0.5,0.01,0.5,0.3,0.36044479523779477,1.3780790426134168,0.0,0.0010460251046025104,0.0,5,1,55.07418100925677
0.5,0.01,0.5,0.5,0.3600744879517736,1.3777111262211115,0.0,0.0010460251046025104,0.0,5,1,55.074106947799564
0.5,0.01,0.5,0.7,0.36021067867809176,1.3774221561655213,0.0,0.0010460251046025104,0.0,5,1,55.07413418594483
0.5,0.01,0.5,0.9,0.36065488759765163,1.3772121821407932,0.0,0.0010460251046025104,0.0,5,1,55.074223027728735
0.5,0.01,0.7,0.1,0.36167284216097106,1.3782222400007877,0.0,0.0010460251046025104,0.0,5,1,55.074426618641404
0.5,0.01,0.7,0.3,0.361145228379696,1.3779959239081017,0.0,0.0010460251046025104,0.0,5,1,55.074321095885146
0.5,0.01,0.7,0.5,0.3609131105606275,1.3778006425942968,0.0,0.0010460251046025104,0.0,5,1,55.07427467232133
0.5,0.01,0.7,0.7,0.3608749554615103,1.3776364092570041,0.0,0.0010460251046025104,0.0,5,1,55.07426704130151
0.5,0.01,0.7,0.9,0.361026591703429,1.3775032350013436,0.0,0.0010460251046025104,0.0,5,1,55.07429736854989
0.5,0.01,0.9,0.1,0.36264318886135427,1.3786328542060142,0.0,0.0010460251046025104,0.0,5,1,55.07462068798148
0.5,0.01,0.9,0.3,0.3625484037617864,1.3785731631899842,0.0,0.0010460251046025104,0.0,5,1,55.07460173096156
0.5,0.01,0.9,0.5,0.3624543160455689,1.3785173457783746,0.0,0.0010460251046025104,0.0,5,1,55.07458291341832
0.5,0.01,0.9,0.7,0.3623605551463711,1.3784654024417398,0.0,0.0010460251046025104,0.0,5,1,55.074564161238484
0.5,0.01,0.9,0.9,0.36226728254964535,1.3784173336180439,0.0,0.0010460251046025104,0.0,5,1,55.07454550671913
0.5,0.05,0.1,0.1,0.35759303899866995,1.3703856573796416,0.0,0.0010460251046025104,0.0,5,1,55.07361065800894
0.5,0.05,0.1,0.3,0.35545499705348216,1.3691981396875494,0.0,0.0010460251046025104,0.0,5,1,55.07318304961991
0.5,0.05,0.1,0.5,0.3552693789883404,1.3682769691056706,0.0,0.0010460251046025104,0.0,5,1,55.07314592600687
0.5,0.05,0.1,0.7,0.3565330139795756,1.3676226838332628,0.0,0.0010460251046025104,0.0,5,1,55.07339865300512
0.5,0.05,0.1,0.9,0.3591185179988798,1.3672356670211367,0.0,0.0010460251046025104,0.0,5,1,55.07391575380898
0.5,0.05,0.3,0.1,0.3550166855640521,1.3686905284359332,0.0,0.0010460251046025104,0.0,5,1,55.07309538732202
0.5,0.05,0.3,0.3,0.3535121855051879,1.3678415532907564,0.0,0.0010460251046025104,0.0,5,1,55.07279448731025
0.5,0.05,0.3,0.5,0.3536757616720993,1.36716464592356,0.0,0.0010460251046025104,0.0,5,1,55.07282720254363
0.5,0.05,0.3,0.7,0.35483095805753206,1.3666600620101208,0.0,0.0010460251046025104,0.0,5,1,55.07305824182071
0.5,0.05,0.3,0.9,0.3567421997846794,1.3663279924672225,0.0,0.0010460251046025104,0.0,5,1,55.07344049016614
0.5,0.05,0.5,0.1,0.3547685180144562,1.36777271953422,0.0,0.0010460251046025104,0.0,5,1,55.073045753812096
0.5,0.05,0.5,0.3,0.353961216191581,1.3672295193322974,0.0,0.0010460251046025104,0.0,5,1,55.07288429344752
0.5,0.05,0.5,0.5,0.35401252544273437,1.3667814431820386,0.0,0.0010460251046025104,0.0,5,1,55.07289455529775
0.5,0.05,0.5,0.7,0.35473089823555265,1.3664285846620343,0.0,0.0010460251046025104,0.0,5,1,55.073038229856316
0.5,0.05,0.5,0.9,0.355854203234303,1.3661710175515243,0.0,0.0010460251046025104,0.0,5,1,55.073262890856064
0.5,0.05,0.7,0.1,0.3557570867958477,1.3676983502160187,0.0,0.0010460251046025104,0.0,5,1,55.073243467568375
0.5,0.05,0.7,0.3,0.3553566322543352,1.3674183031089375,0.0,0.0010460251046025104,0.0,5,1,55.07316337666008
0.5,0.05,0.7,0.5,0.35533710916270517,1.36717601315141,0.0,0.0010460251046025104,0.0,5,1,55.073159472041745
0.5,0.05,0.7,0.7,0.3556297283847328,1.366971500420325,0.0,0.0010460251046025104,0.0,5,1,55.073217995886154
0.5,0.05,0.7,0.9,0.3562209655359582,1.3668047818733136,0.0,0.0010460251046025104,0.0,5,1,55.0733362433164
0.5,0.05,0.9,0.1,0.357854782817489,1.368530604331261,0.0,0.0010460251046025104,0.0,5,1,55.073663006772705
0.5,0.05,0.9,0.3,0.3577971772769329,1.3684559551858921,0.0,0.0010460251046025104,0.0,5,1,55.07365148566459
0.5,0.05,0.9,0.5,0.3577690898204146,1.368386026769524,0.0,0.0010460251046025104,0.0,5,1,55.07364586817329
0.5,0.05,0.9,0.7,0.35775722476854277,1.3683208198059196,0.0,0.0010460251046025104,0.0,5,1,55.07364349516291
0.5,0.05,0.9,0.9,0.3577655622365798,1.368260334970107,0.0,0.0010460251046025104,0.0,5,1,55.073645162656526
0.5,0.1,0.1,0.1,0.3504228937114166,1.3610455789379183,0.0,0.0010460251046025104,0.0,5,1,55.07217662895149
0.5,0.1,0.1,0.3,0.34883593398675644,1.359600604777927,0.0,0.0010460251046025104,0.0,5,1,55.07185923700656
0.5,0.1,0.1,0.5,0.35013297722943715,1.3585092716609466,0.0,0.0010460251046025104,0.0,5,1,55.072118645655095
0.5,0.1,0.1,0.7,0.3531194283708139,1.3577724323225915,0.0,0.0010460251046025104,0.0,5,1,55.07271593588337
0.5,0.1,0.1,0.9,0.3580144776050552,1.3573906640580142,0.0,0.0010460251046025104,0.0,5,1,55.07369494573022
0.5,0.1,0.3,0.1,0.3481484249862379,1.3593116927816382,0.0,0.0010460251046025104,0.0,5,1,55.07172173520645
0.5,0.1,0.3,0.3,0.34709475886761787,1.3582561536448003,0.0,0.0010460251046025104,0.0,5,1,55.07151100198273
0.5,0.1,0.3,0.5,0.3483506919548578,1.357432689090333,0.0,0.0010460251046025104,0.0,5,1,55.071762188600175
0.5,0.1,0.3,0.7,0.35078261306679437,1.3568417216551156,0.0,0.0010460251046025104,0.0,5,1,55.072248572822566
0.5,0.1,0.3,0.9,0.3544311744444111,1.3564835552091974,0.0,0.0010460251046025104,0.0,5,1,55.07297828509809
0.5,0.1,0.5,0.1,0.34827685379139717,1.3585800210999817,0.0,0.0010460251046025104,0.0,5,1,55.07174742096748
0.5,0.1,0.5,0.3,0.3478342358722512,1.35789630876847,0.0,0.0010460251046025104,0.0,5,1,55.07165889738366
0.5,0.1,0.5,0.5,0.34874146959934793,1.3573417807237207,0.0,0.0010460251046025104,0.0,5,1,55.07184034412908
0.5,0.1,0.5,0.7,0.35047283778228866,1.3569165953460964,0.0,0.0010460251046025104,0.0,5,1,55.07218661776567
0.5,0.1,0.5,0.9,0.35280917397998734,1.3566208742494124,0.0,0.0010460251046025104,0.0,5,1,55.0726538850052
0.5,0.1,0.7,0.1,0.35076581495923237,1.3589952042731814,0.0,0.0010460251046025104,0.0,5,1,55.07224521320105
0.5,0.1,0.7,0.3,0.35071171271516444,1.3586427714142064,0.0,0.0010460251046025104,0.0,5,1,55.07223439275224
0.5,0.1,0.7,0.5,0.35123943786520145,1.358341387193756,0.0,0.0010460251046025104,0.0,5,1,55.072339937782246
0.5,0.1,0.7,0.7,0.3521785560921703,1.3580910855975934,0.0,0.0010460251046025104,0.0,5,1,55.072527761427644
0.5,0.1,0.7,0.9,0.35342529813747814,1.3578918948740561,0.0,0.0010460251046025104,0.0,5,1,55.0727771098367
0.5,0.1,0.9,0.1,0.35488470518097587,1.3606644855951153,0.0,0.0010460251046025104,0.0,5,1,55.0730689912454
0.5,0.1,0.9,0.3,0.3549551093087847,1.360572098052614,0.0,0.0010460251046025104,0.0,5,1,55.073083072070965
