process_noise,measurement_noise,decay_rate,pinn_weight,mae,rmse,detection_rate
2.0,0.05,0.8,0.7,0.3611341300309368,1.3771796987533689,0.0
2.0,0.05,0.8,0.9,0.3611274445465737,1.3770861298682768,0.0
2.0,0.05,0.9,0.1,0.36225234457692407,1.3778495656052756,0.0
2.0,0.05,0.9,0.3,0.3621596014701561,1.3777889266494328,0.0
2.0,0.05,0.9,0.5,0.36206797501446697,1.3777322005664585,0.0
2.0,0.05,0.9,0.7,0.361977107750367,1.3776793878396918,0.0
2.0,0.05,0.9,0.9,0.36188644297771083,1.3776304889191988,0.0
2.0,0.1,0.5,0.1,0.35872826491110255,1.3740384352139152,0.0
2.0,0.1,0.5,0.3,0.35777718941487907,1.3735577160109613,0.0
2.0,0.1,0.5,0.5,0.3575279442669868,1.3731605571292576,0.0
2.0,0.1,0.5,0.7,0.3578428609547503,1.3728470310897563,0.0
2.0,0.1,0.5,0.9,0.35847105376301064,1.3726171952013873,0.0
2.0,0.1,0.6,0.1,0.3588363446726965,1.3738135243765073,0.0
2.0,0.1,0.6,0.3,0.3581060604176751,1.3734563283110846,0.0
2.0,0.1,0.6,0.5,0.3578654572736882,1.3731550228893725,0.0
2.0,0.1,0.6,0.7,0.3580376133156871,1.3729096449094687,0.0
2.0,0.1,0.6,0.9,0.35854712342774436,1.3727202243629812,0.0
2.0,0.1,0.7,0.1,0.35921916460983816,1.3737754164632574,0.0
2.0,0.1,0.7,0.3,0.35872732206276997,1.3735295624839945,0.0
2.0,0.1,0.7,0.5,0.35856804992915864,1.3733167636950945,0.0
2.0,0.1,0.7,0.7,0.358622250824529,1.3731370354645163,0.0
2.0,0.1,0.7,0.9,0.35890183561177336,1.372990390779342,0.0
2.0,0.1,0.8,0.1,0.35984263740701844,1.3739291976488093,0.0
2.0,0.1,0.8,0.3,0.3595666015532606,1.3737811818092303,0.0
2.0,0.1,0.8,0.5,0.3594204237193876,1.373648710955374,0.0
2.0,0.1,0.8,0.7,0.3593658811743256,1.3735317895849688,0.0
2.0,0.1,0.8,0.9,0.3594053007573873,1.373430421669239,0.0
2.0,0.1,0.9,0.1,0.3605174122058833,1.37428008823949,0.0
2.0,0.1,0.9,0.3,0.3604334600748115,1.3742147165543683,0.0
2.0,0.1,0.9,0.5,0.36035525988741907,1.3741534838478797,0.0
2.0,0.1,0.9,0.7,0.3602774157182956,1.3740963906733499,0.0
2.0,0.1,0.9,0.9,0.36021585455365557,1.3740434375467867,0.0
5.0,0.001,0.5,0.1,0.3634964794148433,1.3818456254105067,0.0
5.0,0.001,0.5,0.3,0.36242997922804654,1.3814197582588597,0.0
5.0,0.001,0.5,0.5,0.36200778086726104,1.381070779825762,0.0
5.0,0.001,0.5,0.7,0.36206983743809423,1.3807987484090039,0.0
5.0,0.001,0.5,0.9,0.3624489052863336,1.3806037094930481,0.0
5.0,0.001,0.6,0.1,0.3634347698191773,1.3816205486613962,0.0
5.0,0.001,0.6,0.3,0.3626167664552487,1.3813071012209355,0.0
5.0,0.001,0.6,0.5,0.3622645195743854,1.3810447825801688,0.0
5.0,0.001,0.6,0.7,0.3622190625675013,1.3808336218780979,0.0
5.0,0.001,0.6,0.9,0.36249244045361684,1.3806736425870603,0.0
5.0,0.001,0.7,0.1,0.36357543462875136,1.3815696745711226,0.0
5.0,0.001,0.7,0.3,0.3630377791934266,1.3813558906799965,0.0
5.0,0.001,0.7,0.5,0.36277378229997304,1.3811721949012188,0.0
5.0,0.001,0.7,0.7,0.3626967440740649,1.3810185992412731,0.0
5.0,0.001,0.7,0.9,0.362798763186426,1.3808951137441825,0.0
5.0,0.001,0.8,0.1,0.3639864786691167,1.381694190833708,0.0
5.0,0.001,0.8,0.3,0.3636792214423277,1.3815666019813626,0.0
5.0,0.001,0.8,0.5,0.3634700038181176,1.3814531044739686,0.0
5.0,0.001,0.8,0.7,0.36334053144332495,1.3813537017849287,0.0
5.0,0.001,0.8,0.9,0.3633054620214542,1.381268396957235,0.0
5.0,0.001,0.9,0.1,0.36443230715144564,1.3819956322985447,0.0
5.0,0.001,0.9,0.3,0.36433249387975775,1.3819397642836642,0.0
5.0,0.001,0.9,0.5,0.3642326806080699,1.3818876358937084,0.0
5.0,0.001,0.9,0.7,0.36413286733638206,1.3818392475518968,0.0
5.0,0.001,0.9,0.9,0.36403305406469416,1.381794599651142,0.0
5.0,0.01,0.5,0.1,0.3632948696419739,1.3815307727114492,0.0
5.0,0.01,0.5,0.3,0.3622316035398914,1.3811030710519077,0.0
5.0,0.01,0.5,0.5,0.3618137428700546,1.3807524009220873,0.0
5.0,0.01,0.5,0.7,0.361881791006338,1.380478821024788,0.0
5.0,0.01,0.5,0.9,0.36226541857906897,1.3802823771991908,0.0
5.0,0.01,0.6,0.1,0.3632332034492063,1.381303355959534,0.0
5.0,0.01,0.6,0.3,0.3624174347472414,1.3809884152320644,0.0
5.0,0.01,0.6,0.5,0.3620675548272155,1.3807247127748536,0.0
5.0,0.01,0.6,0.7,0.36202716954601727,1.380512277950171,0.0
5.0,0.01,0.6,0.9,0.36230650988583224,1.3803511344281472,0.0
5.0,0.01,0.7,0.1,0.3633762000709449,1.3812500114757433,0.0
5.0,0.01,0.7,0.3,0.3628392783476682,1.3810351094772175,0.0
5.0,0.01,0.7,0.5,0.3625777441391731,1.380850367927868,0.0
5.0,0.01,0.7,0.7,0.3625039400700663,1.380695798934391,0.0
5.0,0.01,0.7,0.9,0.3626091432037029,1.380571412631159,0.0
5.0,0.01,0.8,0.1,0.36378770045371217,1.3813720770423532,0.0
5.0,0.01,0.8,0.3,0.3634808973679649,1.3812437595307872,0.0
5.0,0.01,0.8,0.5,0.36327284733716625,1.3811295706261764,0.0
5.0,0.01,0.8,0.7,0.363145130512333,1.3810295138331459,0.0
5.0,0.01,0.8,0.9,0.36311178781606207,1.380943592223538,0.0
5.0,0.01,0.9,0.1,0.3642339863409104,1.3816712427523694,0.0
5.0,0.01,0.9,0.3,0.36413453466338264,1.38161502683029,0.0
5.0,0.01,0.9,0.5,0.3640350829858548,1.381562561232098,0.0
5.0,0.01,0.9,0.7,0.3639356740250412,1.3815138463850707,0.0
5.0,0.01,0.9,0.9,0.3638363229885452,1.3814688826859964,0.0
5.0,0.05,0.5,0.1,0.36242594700371755,1.380163401517149,0.0
5.0,0.05,0.5,0.3,0.36137822380548223,1.3797274082700828,0.0
5.0,0.05,0.5,0.5,0.3609801455930082,1.379369176519804,0.0
5.0,0.05,0.5,0.7,0.36107787480951725,1.379088766864234,0.0
5.0,0.05,0.5,0.9,0.36148600746084225,1.3788862267809678,0.0
5.0,0.05,0.6,0.1,0.36238817971995774,1.3799282009002378,0.0
5.0,0.05,0.6,0.3,0.36158290783312885,1.379606542154108,0.0
5.0,0.05,0.6,0.5,0.3612439710931886,1.3793366689374515,0.0
5.0,0.05,0.6,0.7,0.361228289500653,1.3791186116512673,0.0
5.0,0.05,0.6,0.9,0.3615368132480252,1.378952394876914,0.0
5.0,0.05,0.7,0.1,0.36256448925068524,1.3798671607573658,0.0
5.0,0.05,0.7,0.3,0.36203139890184494,1.379647252231497,0.0
5.0,0.05,0.7,0.5,0.3617812127452,1.3794578595618576,0.0
5.0,0.05,0.7,0.7,0.3617231997587926,1.379298995318919,0.0
5.0,0.05,0.7,0.9,0.3618468119169248,1.3791706700522284,0.0
5.0,0.05,0.8,0.1,0.3630026318945663,1.3799822910123933,0.0
5.0,0.05,0.8,0.3,0.3626984729595005,1.379850727005518,0.0
5.0,0.05,0.8,0.5,0.36249629727399246,1.3797334721157637,0.0
5.0,0.05,0.8,0.7,0.36237644021887766,1.3796305299915281,0.0
5.0,0.05,0.8,0.9,0.3623519131618841,1.3795419038368892,0.0
5.0,0.05,0.9,0.1,0.3634758211390858,1.3802759676713874,0.0
5.0,0.05,0.9,0.3,0.36337806335854367,1.3802182102498253,0.0
5.0,0.05,0.9,0.5,0.3632805780708907,1.3801642543677495,0.0
5.0,0.05,0.9,0.7,0.3631833178649945,1.3801141004710267,0.0
5.0,0.05,0.9,0.9,0.3630860576590984,1.3800677489741668,0.0
5.0,0.1,0.5,0.1,0.3614525583601753,1.378524748399864,0.0
5.0,0.1,0.5,0.3,0.360428787315187,1.3780780824659364,0.0
5.0,0.1,0.5,0.5,0.3600621503437068,1.377710302403246,0.0
5.0,0.1,0.5,0.7,0.36020201138455465,1.3774214714008428,0.0
5.0,0.1,0.5,0.9,0.3606498906184422,1.3772116391306928,0.0
5.0,0.1,0.6,0.1,0.36144137742192545,1.3782852112208195,0.0
5.0,0.1,0.6,0.3,0.36065281987023884,1.3779549739846162,0.0
5.0,0.1,0.6,0.5,0.3603335786674439,1.3776773413538588,0.0
5.0,0.1,0.6,0.7,0.36035349028099095,1.3774523451367366,0.0
5.0,0.1,0.6,0.9,0.3607024069236956,1.3772800111297343,0.0
5.0,0.1,0.7,0.1,0.36165589202586257,1.3782213038307445,0.0
5.0,0.1,0.7,0.3,0.36113010429066394,1.3779950545668471,0.0
5.0,0.1,0.7,0.5,0.360899812517728,1.377799840691674,0.0
5.0,0.1,0.7,0.7,0.36086348346644975,1.377635675398566,0.0
5.0,0.1,0.7,0.9,0.3610169457562073,1.3775025697882628,0.0
5.0,0.1,0.8,0.1,0.3621247290776999,1.3783358660672282,0.0
5.0,0.1,0.8,0.3,0.36182573723244366,1.3782002264622772,0.0
5.0,0.1,0.8,0.5,0.36163462198264135,1.378079154608774,0.0
5.0,0.1,0.8,0.7,0.36152828493007527,1.377972654346588,0.0
5.0,0.1,0.8,0.9,0.3615155573230162,1.3778807290545563,0.0
5.0,0.1,0.9,0.1,0.362629346829776,1.3786320961474476,0.0
5.0,0.1,0.9,0.3,0.36253504092235633,1.3785724227111322,0.0
5.0,0.1,0.9,0.5,0.362441432398287,1.378516622920471,0.0
5.0,0.1,0.9,0.7,0.36234815069123744,1.3784646972458758,0.0
5.0,0.1,0.9,0.9,0.36225535728666,1.3784166461251663,0.0
