process_noise,measurement_noise,decay_rate,pinn_weight,mae,rmse,detection_rate
0.5,0.001,0.5,0.1,0.3632968578482738,1.3815308864068205,0.0
0.5,0.001,0.5,0.3,0.3622332196442662,1.3811031702930099,0.0
0.5,0.001,0.5,0.5,0.3618149868725042,1.38075248566897,0.0
0.5,0.001,0.5,0.7,0.3618826629068624,1.3804788912398924,0.0
0.5,0.001,0.5,0.9,0.36226591837766814,1.38028243284737,0.0
0.5,0.001,0.6,0.1,0.36323506525656885,1.3813034618538578,0.0
0.5,0.001,0.6,0.3,0.3624190229399439,1.3809885104920452,0.0
0.5,0.001,0.6,0.5,0.3620688694052577,1.3807247973794463,0.0
0.5,0.001,0.6,0.7,0.36202821050939926,1.3805123518795033,0.0
0.5,0.001,0.6,0.9,0.3623072772345541,1.3803511976635263,0.0
0.5,0.001,0.7,0.1,0.36337790271298553,1.381250107793989,0.0
0.5,0.001,0.7,0.3,0.362840796721154,1.3810351986310274,0.0
0.5,0.001,0.7,0.5,0.36257907824410407,1.380850449907614,0.0
0.5,0.001,0.7,0.7,0.36250508990644215,1.3806958737309096,0.0
0.5,0.001,0.7,0.9,0.362610108771524,1.3805714802357547,0.0
0.5,0.001,0.8,0.1,0.3637892395464595,1.3813721636368583,0.0
0.5,0.001,0.8,0.3,0.36348232739055486,1.381243841883747,0.0
0.5,0.001,0.8,0.5,0.363274168289599,1.3811296487341094,0.0
0.5,0.001,0.8,0.7,0.3631463423946086,1.3810295876926995,0.0
0.5,0.001,0.8,0.9,0.36311289062818025,1.3809436618314896,0.0
0.5,0.001,0.9,0.1,0.3642353708178161,1.3816713202244904,0.0
0.5,0.001,0.9,0.3,0.36413587094119,1.3816151024279473,0.0
0.5,0.001,0.9,0.5,0.3640363710645638,1.3815626349545784,0.0
0.5,0.001,0.9,0.7,0.36393691390465205,1.3815139182316756,0.0
0.5,0.001,0.9,0.9,0.36383751466905784,1.381468952656043,0.0
0.5,0.01,0.5,0.1,0.36147223659638084,1.378525842132196,0.0
0.5,0.01,0.5,0.3,0.36044479523779477,1.3780790426134168,0.0
0.5,0.01,0.5,0.5,0.3600744879517736,1.3777111262211115,0.0
0.5,0.01,0.5,0.7,0.36021067867809176,1.3774221561655213,0.0
0.5,0.01,0.5,0.9,0.36065488759765163,1.3772121821407932,0.0
0.5,0.01,0.6,0.1,0.3614598625744335,1.3782862357441779,0.0
0.5,0.01,0.6,0.3,0.36066859929025297,1.3779558997138968,0.0
0.5,0.01,0.6,0.5,0.36034665235405133,1.3776781668990663,0.0
0.5,0.01,0.6,0.7,0.3603638582336869,1.3774530691184965,0.0
0.5,0.01,0.6,0.9,0.36071006914368603,1.3772806321796283,0.0
0.5,0.01,0.7,0.1,0.36167284216097106,1.3782222400007877,0.0
0.5,0.01,0.7,0.3,0.361145228379696,1.3779959239081017,0.0
0.5,0.01,0.7,0.5,0.3609131105606275,1.3778006425942968,0.0
0.5,0.01,0.7,0.7,0.3608749554615103,1.3776364092570041,0.0
0.5,0.01,0.7,0.9,0.361026591703429,1.3775032350013436,0.0
0.5,0.01,0.8,0.1,0.36214008633266487,1.3783367108569928,0.0
0.5,0.01,0.8,0.3,0.3618400117282018,1.3782010315643027,0.0
0.5,0.01,0.8,0.5,0.36164781371919275,1.3780799198121383,0.0
0.5,0.01,0.8,0.7,0.36154039390776016,1.377973379441577,0.0
0.5,0.01,0.8,0.9,0.3615265835397252,1.3778814138326776,0.0
0.5,0.01,0.9,0.1,0.36264318886135427,1.3786328542060142,0.0
0.5,0.01,0.9,0.3,0.3625484037617864,1.3785731631899842,0.0
0.5,0.01,0.9,0.5,0.3624543160455689,1.3785173457783746,0.0
0.5,0.01,0.9,0.7,0.3623605551463711,1.3784654024417398,0.0
0.5,0.01,0.9,0.9,0.36226728254964535,1.3784173336180439,0.0
0.5,0.05,0.5,0.1,0.3547685180144562,1.36777271953422,0.0
0.5,0.05,0.5,0.3,0.353961216191581,1.3672295193322974,0.0
0.5,0.05,0.5,0.5,0.35401252544273437,1.3667814431820386,0.0
0.5,0.05,0.5,0.7,0.35473089823555265,1.3664285846620343,0.0
0.5,0.05,0.5,0.9,0.355854203234303,1.3661710175515243,0.0
0.5,0.05,0.6,0.1,0.35508231237423893,1.367625963452517,0.0
0.5,0.05,0.6,0.3,0.35447367800644747,1.3672204708138291,0.0
0.5,0.05,0.6,0.5,0.35442504978163664,1.366878751724142,0.0
0.5,0.05,0.6,0.7,0.354968597868245,1.3666008540232615,0.0
0.5,0.05,0.6,0.9,0.35585036642543516,1.366386816651443,0.0
0.5,0.05,0.7,0.1,0.3557570867958477,1.3676983502160187,0.0
0.5,0.05,0.7,0.3,0.3553566322543352,1.3674183031089375,0.0
0.5,0.05,0.7,0.5,0.35533710916270517,1.36717601315141,0.0
0.5,0.05,0.7,0.7,0.3556297283847328,1.366971500420325,0.0
0.5,0.05,0.7,0.9,0.3562209655359582,1.3668047818733136,0.0
0.5,0.05,0.8,0.1,0.35672297668295627,1.3679976192765597,0.0
0.5,0.05,0.8,0.3,0.35650977917939486,1.3678286780328712,0.0
0.5,0.05,0.8,0.5,0.35648046695015306,1.3676774897988055,0.0
0.5,0.05,0.8,0.7,0.35653713422719263,1.367544060462391,0.0
0.5,0.05,0.8,0.9,0.35674965294946576,1.3674283952221993,0.0
0.5,0.05,0.9,0.1,0.357854782817489,1.368530604331261,0.0
0.5,0.05,0.9,0.3,0.3577971772769329,1.3684559551858921,0.0
0.5,0.05,0.9,0.5,0.3577690898204146,1.368386026769524,0.0
0.5,0.05,0.9,0.7,0.35775722476854277,1.3683208198059196,0.0
0.5,0.05,0.9,0.9,0.3577655622365798,1.368260334970107,0.0
0.5,0.1,0.5,0.1,0.34827685379139717,1.3585800210999817,0.0
0.5,0.1,0.5,0.3,0.3478342358722512,1.35789630876847,0.0
0.5,0.1,0.5,0.5,0.34874146959934793,1.3573417807237207,0.0
0.5,0.1,0.5,0.7,0.35047283778228866,1.3569165953460964,0.0
0.5,0.1,0.5,0.9,0.35280917397998734,1.3566208742494124,0.0
0.5,0.1,0.6,0.1,0.34921934139983346,1.3586360931413715,0.0
0.5,0.1,0.6,0.3,0.34898431116987405,1.358124848984146,0.0
0.5,0.1,0.6,0.5,0.34968337928649473,1.3577001481480369,0.0
0.5,0.1,0.6,0.7,0.35109585621305733,1.3573620718678658,0.0
0.5,0.1,0.6,0.9,0.35293366740919757,1.3571106848819965,0.0
0.5,0.1,0.7,0.1,0.35076581495923237,1.3589952042731814,0.0
0.5,0.1,0.7,0.3,0.35071171271516444,1.3586427714142064,0.0
0.5,0.1,0.7,0.5,0.35123943786520145,1.358341387193756,0.0
0.5,0.1,0.7,0.7,0.3521785560921703,1.3580910855975934,0.0
0.5,0.1,0.7,0.9,0.35342529813747814,1.3578918948740561,0.0
0.5,0.1,0.8,0.1,0.35271644189517465,1.3596691238038556,0.0
0.5,0.1,0.8,0.3,0.35273307858263286,1.359457769772087,0.0
0.5,0.1,0.8,0.5,0.35302764216905264,1.3592702608558274,0.0
0.5,0.1,0.8,0.7,0.3534835514162414,1.3591066069244382,0.0
0.5,0.1,0.8,0.9,0.3541347279524813,1.358966816596148,0.0
0.5,0.1,0.9,0.1,0.35488470518097587,1.3606644855951153,0.0
0.5,0.1,0.9,0.3,0.3549551093087847,1.360572098052614,0.0
0.5,0.1,0.9,0.5,0.35506299530917174,1.3604859930580258,0.0
0.5,0.1,0.9,0.7,0.355217950048331,1.3604061718042864,0.0
0.5,0.1,0.9,0.9,0.3554159160182482,1.3603326353975427,0.0
1.0,0.001,0.5,0.1,0.36340752923554576,1.3817054020266573,0.0
1.0,0.001,0.5,0.3,0.36234227415698966,1.381278715440509,0.0
1.0,0.001,0.5,0.5,0.36192189152163995,1.3809289800475957,0.0
1.0,0.001,0.5,0.7,0.3619864920534321,1.3806562543256655,0.0
1.0,0.001,0.5,0.9,0.362367446401101,1.3804605839171342,0.0
1.0,0.001,0.6,0.1,0.3633457300151583,1.381479255880176,0.0
1.0,0.001,0.6,0.3,0.3625285533516384,1.3811651413688393,0.0
1.0,0.001,0.6,0.5,0.36217727377400805,1.3809022036758534,0.0
1.0,0.001,0.6,0.7,0.3621339829757619,1.380690472039447,0.0
1.0,0.001,0.6,0.9,0.36240992067887107,1.380529970020012,0.0
1.0,0.001,0.7,0.1,0.3634874074758147,1.3814272458394548,0.0
1.0,0.001,0.7,0.3,0.36294996493530374,1.3812129624724905,0.0
1.0,0.001,0.7,0.5,0.36268697692877866,1.3810287990132306,0.0
1.0,0.001,0.7,0.7,0.3626113198747083,1.3808747675127022,0.0
1.0,0.001,0.7,0.9,0.36271469645947024,1.3807508780551372,0.0
1.0,0.001,0.8,0.1,0.3638986167117451,1.3815506270773925,0.0
1.0,0.001,0.8,0.3,0.3635915162262474,1.3814227126967347,0.0
1.0,0.001,0.8,0.5,0.3633827083564579,1.381308906066211,0.0
1.0,0.001,0.8,0.7,0.36325398343176696,1.3812092106731035,0.0
1.0,0.001,0.8,0.9,0.3632196480221667,1.3811236295732403,0.0
1.0,0.001,0.9,0.1,0.36434460816409964,1.3818510038918594,0.0
1.0,0.001,0.9,0.3,0.36424493577956657,1.381794980413157,0.0
1.0,0.001,0.9,0.5,0.36414526339503345,1.3817427012761552,0.0
1.0,0.001,0.9,0.7,0.36404559101050027,1.3816941669058775,0.0
1.0,0.001,0.9,0.9,0.3639459206808287,1.381649377696961,0.0
1.0,0.01,0.5,0.1,0.3624334776282437,1.3801638259027196,0.0
1.0,0.01,0.5,0.3,0.36138434719773727,1.3797277797467986,0.0
1.0,0.01,0.5,0.5,0.36098486175294553,1.3793694944672321,0.0
1.0,0.01,0.5,0.7,0.3610811837371374,1.379089030670501,0.0
1.0,0.01,0.5,0.9,0.3614879091561555,1.3788864358429864,0.0
1.0,0.01,0.6,0.1,0.36239552471183883,1.379928613217366,0.0
1.0,0.01,0.6,0.3,0.36158917533568047,1.3796069138640379,0.0
1.0,0.01,0.6,0.5,0.3612491611063641,1.379336999715262,0.0
1.0,0.01,0.6,0.7,0.3612324020244258,1.3791189011764502,0.0
1.0,0.01,0.6,0.9,0.36153984828245866,1.3789526428334558,0.0
1.0,0.01,0.7,0.1,0.3625713963981938,1.3798675468397816,0.0
1.0,0.01,0.7,0.3,0.3620375600619829,1.3796476101499051,0.0
1.0,0.01,0.7,0.5,0.36178662791796545,1.379458189170638,0.0
1.0,0.01,0.7,0.7,0.36172786894409403,1.3792992964742676,0.0
1.0,0.01,0.7,0.9,0.36185073511476207,1.3791709426121788,0.0
1.0,0.01,0.8,0.1,0.36300900027122485,1.379982645347674,0.0
1.0,0.01,0.8,0.3,0.36270439107173275,1.3798510643202488,0.0
1.0,0.01,0.8,0.5,0.36250176512179827,1.3797337923588537,0.0
1.0,0.01,0.8,0.7,0.3623814578022776,1.3796308331124045,0.0
1.0,0.01,0.8,0.9,0.3623564804807616,1.3795421897854996,0.0
1.0,0.01,0.9,0.1,0.3634816331917315,1.3802762894881437,0.0
1.0,0.01,0.9,0.3,0.3633836735846106,1.380218524431335,0.0
1.0,0.01,0.9,0.5,0.3632859864703787,1.380164560903922,0.0
1.0,0.01,0.9,0.7,0.3631885244379036,1.3801143993518332,0.0
1.0,0.01,0.9,0.9,0.36309106240542866,1.3800680401896412,0.0
1.0,0.05,0.5,0.1,0.3587436903247437,1.3740392589986319,0.0
1.0,0.05,0.5,0.3,0.3577897533554039,1.3735584455390055,0.0
1.0,0.05,0.5,0.5,0.3575376467238618,1.3731611877201912,0.0
1.0,0.05,0.5,0.7,0.3578497019281999,1.3728475580771167,0.0
1.0,0.05,0.5,0.9,0.3584750332550428,1.372617613934433,0.0
1.0,0.05,0.6,0.1,0.35885031608265955,1.37381427365301,0.0
1.0,0.05,0.6,0.3,0.35811799975784925,1.3734570096916023,0.0
1.0,0.05,0.6,0.5,0.3578753645341478,1.3731556342087754,0.0
1.0,0.05,0.6,0.7,0.3580454884913515,1.3729101840097424,0.0
1.0,0.05,0.6,0.9,0.3585529665307981,1.372720689093772,0.0
1.0,0.05,0.7,0.1,0.35923151345198145,1.3737760794695175,0.0
1.0,0.05,0.7,0.3,0.3587383501195084,1.3735301809553848,0.0
1.0,0.05,0.7,0.5,0.35857775719936946,1.373317336752445,0.0
1.0,0.05,0.7,0.7,0.3586306372915202,1.3731375622315218,0.0
1.0,0.05,0.7,0.9,0.35890890127554487,1.3729908703826943,0.0
1.0,0.05,0.8,0.1,0.3598534574614479,1.3739297779566677,0.0
1.0,0.05,0.8,0.3,0.35957666481311457,1.3737817364654838,0.0
1.0,0.05,0.8,0.5,0.3594297301846626,1.373649239673637,0.0
1.0,0.05,0.8,0.7,0.3593744308472603,1.3735322920796516,0.0
1.0,0.05,0.8,0.9,0.35941309361862184,1.3734308976555685,0.0
1.0,0.05,0.9,0.1,0.36052688484409434,1.3742805949565393,0.0
1.0,0.05,0.9,0.3,0.36044260762038444,1.3742152122269453,0.0
1.0,0.05,0.9,0.5,0.3603640823403562,1.3741539684223256,0.0
1.0,0.05,0.9,0.7,0.36028591307859414,1.3740968640960989,0.0
1.0,0.05,0.9,0.9,0.36022402682131566,1.374043899764367,0.0
1.0,0.1,0.5,0.1,0.35474532627622507,1.3677715129400065,0.0
1.0,0.1,0.5,0.3,0.3539422903787931,1.3672284415654692,0.0
1.0,0.1,0.5,0.5,0.3539978656648014,1.3667805036807823,0.0
1.0,0.1,0.5,0.7,0.3547205012553809,1.3664277928449962,0.0
1.0,0.1,0.5,0.9,0.3558480747402176,1.366170382813801,0.0
1.0,0.1,0.6,0.1,0.3550630881032272,1.3676249551124453,0.0
1.0,0.1,0.6,0.3,0.3544572224767543,1.3672195475420987,0.0
1.0,0.1,0.6,0.5,0.3544113630889109,1.3668779175269827,0.0
1.0,0.1,0.6,0.7,0.35495768005601336,1.366600112897463,0.0
1.0,0.1,0.6,0.9,0.3558422140934362,1.3663861725832094,0.0
1.0,0.1,0.7,0.1,0.35574113764751875,1.3676975113730783,0.0
1.0,0.1,0.7,0.3,0.3553423702392453,1.3674175164440372,0.0
1.0,0.1,0.7,0.5,0.3553245342976288,1.3671752802305706,0.0
1.0,0.1,0.7,0.7,0.3556188408064861,1.3669708228059558,0.0
1.0,0.1,0.7,0.9,0.356211759046374,1.3668041611239474,0.0
1.0,0.1,0.8,0.1,0.35670963179402193,1.3679969177906945,0.0
1.0,0.1,0.8,0.3,0.35649735645755193,1.367828005057536,0.0
1.0,0.1,0.8,0.5,0.35646896639688863,1.3676768458417412,0.0
1.0,0.1,0.8,0.7,0.3565265558368456,1.3675434460303797,0.0
1.0,0.1,0.8,0.9,0.35673999686615954,1.3674278108210225,0.0
1.0,0.1,0.9,0.1,0.3578434939358718,1.3685300124469748,0.0
1.0,0.1,0.9,0.3,0.3577862708198083,1.368455375067617,0.0
1.0,0.1,0.9,0.5,0.35775856578793686,1.3683854585140636,0.0
1.0,0.1,0.9,0.7,0.3577470831607119,1.3683202635099698,0.0
1.0,0.1,0.9,0.9,0.3577558028329529,1.3682597907302545,0.0
2.0,0.001,0.5,0.1,0.3634630405483188,1.3817929755527547,0.0
2.0,0.001,0.5,0.3,0.3623969825996175,1.3813668018390504,0.0
2.0,0.001,0.5,0.5,0.3619754878998632,1.381017540088185,0.0
2.0,0.001,0.5,0.7,0.36203853619248677,1.3807452486651772,0.0
2.0,0.001,0.5,0.9,0.36241832362148324,1.3805499731135298,0.0
2.0,0.001,0.6,0.1,0.3634012808188383,1.3815674932839908,0.0
2.0,0.001,0.6,0.3,0.3625835790523017,1.3812537961304037,0.0
2.0,0.001,0.6,0.5,0.362231673707751,1.3809912456660915,0.0
2.0,0.001,0.6,0.7,0.36218705897010334,1.3807798710671468,0.0
2.0,0.001,0.6,0.9,0.3624614175931706,1.3806196958388366,0.0
2.0,0.001,0.7,0.1,0.36354229864565685,1.38151618723301,0.0
2.0,0.001,0.7,0.3,0.36300472768577574,1.3813022162680744,0.0
2.0,0.001,0.7,0.5,0.36274106626128794,1.3811183452730091,0.0
2.0,0.001,0.7,0.7,0.3626645628037756,1.380964586270958,0.0
2.0,0.001,0.7,0.9,0.3627671144856458,1.380840949320986,0.0
2.0,0.001,0.8,0.1,0.3639534395175598,1.3816402703453317,0.0
2.0,0.001,0.8,0.3,0.3636462433930657,1.3815125595133737,0.0
2.0,0.001,0.8,0.5,0.36343717605955533,1.3813989461493479,0.0
2.0,0.001,0.8,0.7,0.363307948689873,1.381299433731851,0.0
2.0,0.001,0.8,0.9,0.36327315695002965,1.3812140253086773,0.0
2.0,0.001,0.9,0.1,0.3643993614886132,1.3819413035260717,0.0
2.0,0.001,0.9,0.3,0.3642996020246057,1.3818853772320379,0.0
2.0,0.001,0.9,0.5,0.3641998425605982,1.3818331923245768,0.0
2.0,0.001,0.9,0.7,0.3641000830965907,1.3817847492275832,0.0
2.0,0.001,0.9,0.9,0.3640003236325832,1.3817400483346152,0.0
2.0,0.01,0.5,0.1,0.3629630363079158,1.381012075341632,0.0
2.0,0.01,0.5,0.3,0.36190492420216597,1.3805812748371828,0.0
2.0,0.01,0.5,0.5,0.36149380198625974,1.3802277614039233,0.0
2.0,0.01,0.5,0.7,0.3615717962304247,1.3799515944396297,0.0
2.0,0.01,0.5,0.9,0.3619633811354008,1.3797528203885767,0.0
2.0,0.01,0.6,0.1,0.36290172312153784,1.3807812551999188,0.0
2.0,0.01,0.6,0.3,0.36208952990767485,1.3804637978854923,0.0
2.0,0.01,0.6,0.5,0.3617431798664917,1.380197772474207,0.0
2.0,0.01,0.6,0.7,0.361710889177691,1.3799832087103234,0.0
2.0,0.01,0.6,0.9,0.3620002559144353,1.3798201306008946,0.0
2.0,0.01,0.7,0.1,0.36304853171760093,1.380724409978401,0.0
2.0,0.01,0.7,0.3,0.3625127800340416,1.3805076283898616,0.0
2.0,0.01,0.7,0.5,0.36225509598022115,1.3803211340643415,0.0
2.0,0.01,0.7,0.7,0.36218636412401,1.3801649392795095,0.0
2.0,0.01,0.7,0.9,0.3622965852036939,1.3800390543234011,0.0
2.0,0.01,0.8,0.1,0.3634607280941008,1.3808431319956807,0.0
2.0,0.01,0.8,0.3,0.3631546559598767,1.380713592841284,0.0
2.0,0.01,0.8,0.5,0.3629485297175647,1.3805982471487341,0.0
2.0,0.01,0.8,0.7,0.3628235391084223,1.3804970984757823,0.0
2.0,0.01,0.8,0.9,0.36279288572230606,1.3804101499432602,0.0
2.0,0.01,0.9,0.1,0.363915468177727,1.3811393719131624,0.0
2.0,0.01,0.9,0.3,0.3638165509895235,1.381082574397093,0.0
2.0,0.01,0.9,0.5,0.3637176989181914,1.3810295457142734,0.0
2.0,0.01,0.9,0.7,0.3636190322646771,1.3809802862988654,0.0
2.0,0.01,0.9,0.9,0.3635203656111629,1.3809347965542302,0.0
2.0,0.05,0.5,0.1,0.3609858840798406,1.3777340985058433,0.0
2.0,0.05,0.5,0.3,0.3599733761498492,1.377281901914292,0.0
2.0,0.05,0.5,0.5,0.3596205919719513,1.3769092360627935,0.0
2.0,0.05,0.5,0.7,0.35978039388284333,1.3766161655410118,0.0
2.0,0.05,0.5,0.9,0.36024948352065034,1.3764027411924493,0.0
2.0,0.05,0.6,0.1,0.36098785067640504,1.3774943876889445,0.0
2.0,0.05,0.6,0.3,0.3602084886748479,1.3771597310434032,0.0
2.0,0.05,0.6,0.5,0.3598962849367826,1.3768781413762614,0.0
2.0,0.05,0.6,0.7,0.3599352669107689,1.3766496512516062,0.0
2.0,0.05,0.6,0.9,0.3603065666290897,1.3764742871124767,0.0
2.0,0.05,0.7,0.1,0.36122481888564584,1.3774315013549852,0.0
2.0,0.05,0.7,0.3,0.3607031374389039,1.3772020069545672,0.0
2.0,0.05,0.7,0.5,0.36048062573854894,1.3770038372437816,0.0
2.0,0.05,0.7,0.7,0.3604547869683299,1.376837005748422,0.0
2.0,0.05,0.7,0.9,0.3606243493260348,1.3767015238613756,0.0
2.0,0.05,0.8,0.1,0.3617143036648295,1.3775486957064422,0.0
2.0,0.05,0.8,0.3,0.36141882206919573,1.377410985378687,0.0
2.0,0.05,0.8,0.5,0.3612336774158637,1.3772879850805297,0.0
