t,x,y,source_x,source_y,source_x_cartesian,source_y_cartesian,source_diameter,Q_total,wind_u,wind_v,D,phi
2021-03-01 00:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.4251602970720715,-0.13814295457494974,1.0,
2021-03-01 01:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.4251602970720715,0.13814295457494982,1.0,
2021-03-01 02:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.12322092123381956,-0.42972242049420406,1.0,
2021-03-01 03:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.0,0.0,1.0,
2021-03-01 04:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.28133138233945426,0.3474153240950671,1.0,
2021-03-01 05:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.18892726418583897,0.4051558255194696,1.0,
2021-03-01 06:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.0,0.0,1.664709538180616,
2021-03-01 07:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.0,0.0,1.664709538180616,
2021-03-01 08:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.0,0.0,1.664709538180616,
2021-03-01 09:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.0,0.0,1.664709538180616,
2021-03-01 10:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.0,0.0,1.664709538180616,
2021-03-01 11:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.0,0.0,1.664709538180616,
2021-03-01 12:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.0,-0.0,1.664709538180616,
2021-03-01 13:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.0,-0.0,1.664709538180616,
2021-03-01 14:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.4372710952324274,-0.09294484052028978,7.4419173799334,
2021-03-01 15:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.4372710952324274,-0.09294484052028978,7.4419173799334,
2021-03-01 16:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,1.0849888752612389,-0.7882905602899931,22.325752635922306,
2021-03-01 17:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.6698565135215928,-1.6579530502925697,29.7676695197336,
2021-03-01 18:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.2328830448408204,-1.3207453783029595,22.325752635922306,
2021-03-01 19:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.7499447893051328,-1.111838873163301,1.0,
2021-03-01 20:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.7499447893051328,-1.111838873163301,1.0,
2021-03-01 21:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.87336219037743,-2.0575123824216845,2.5241092453722462,
2021-03-01 22:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.9294419927558588,-1.8632404740457247,3.0289312021407833,
2021-03-01 23:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.2195221646611412,-1.3077774105641768,1.0096437116106594,
2021-03-02 00:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.759707776026004,-2.0243122314814603,3.0289312021407833,
2021-03-02 01:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.3077774105641764,-1.2195221646611416,1.0096437116106594,
2021-03-02 02:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-1.7948813225569262,-2.5633561831483243,7.067506317818638,
2021-03-02 03:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.34934488080885046,-0.8230049639419467,1.0,
2021-03-02 04:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.07762767988856713,-0.44024844965113374,1.0,
2021-03-02 05:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,-0.29108397007871106,-0.8453692322196561,1.0,
2021-03-02 06:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,0.7045446413732296,-0.5504506015372335,14.8838347598668,
2021-03-02 07:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.5240173328579701,-1.2345074733461026,22.325752635922306,
2021-03-02 08:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.09355180239236308,-1.3378531037270494,22.325752635922306,
2021-03-02 09:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.43259504872357263,-1.7350439733625165,29.7676695197336,
2021-03-02 10:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.5240173328579701,-1.2345074733461026,22.325752635922306,
2021-03-02 11:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.15584841002921634,-1.7813554779361431,29.7676695197336,
2021-03-02 12:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,0.29108397007871034,-0.8453692322196564,14.8838347598668,
2021-03-02 13:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,-0.015603847254846585,-0.8939438105223853,14.8838347598668,
