t,sensor_482010026,sensor_482010057,sensor_482010069,sensor_482010617,sensor_482010803,sensor_482011015,sensor_482011035,sensor_482011039,sensor_482016000
2019-01-01 03:00:00,5.534982315429865,11.732002232612786,14.031129100496734,3.8866002219172557,7.6076999454976,5.511163232625638,13.624137074354948,19.447543063347226,13.057516397522445
2019-01-01 04:00:00,5.923456012039168,12.0901224247731,14.321730118051427,4.151191223768919,7.950149591313242,5.948473779660841,14.027348738096947,20.82168287692096,13.284375550336147
2019-01-01 05:00:00,5.968075777970505,12.008559518665265,14.245049636442744,4.1814205870336245,7.9106322626468994,5.98111106348065,13.942571650704636,20.71693417059835,13.202798064611901
2019-01-01 06:00:00,5.33079059018246,11.341631402083792,13.703763934123032,3.753237779365655,7.334800349758318,5.289505514837973,13.15486119533189,18.52518018765025,12.81944100792914
2019-01-01 07:00:00,5.351564573853594,11.100900094331159,13.493093082630267,3.774001347974817,7.221842944143191,5.308480213359534,12.866230166241309,18.292249911498757,12.642663792289728
2019-01-01 08:00:00,5.776142817445951,11.60003136347202,13.896121774048119,4.040081703695613,7.642928590047902,5.75471306340501,13.446512633121074,19.742460848933746,12.940695013826552
2019-01-01 09:00:00,4.63812478718026,10.010004292334685,12.581547970998372,3.1769582231143474,6.35841969570869,4.474681682857945,11.645697723862185,15.081447235121644,11.920900439561851
2019-01-01 10:00:00,4.699127789626353,10.22658741604014,12.772763164961262,3.208216485573768,6.486633650758137,4.541493571580592,11.897917852677793,15.498240755133935,12.071464170924333
2019-01-01 11:00:00,4.721690665258905,10.245065572822782,12.777256643836601,3.2215116576421643,6.504454804727942,4.559467676585182,11.91611362967339,15.510769362522836,12.074629087765327
2019-01-01 12:00:00,4.616165769390001,9.973450462249545,12.53955295444986,3.1685298031759324,6.315789405400345,4.4470830599648,11.610153346025825,14.892460001116447,11.893067551101812
2019-01-01 13:00:00,4.320584424156081,8.70193834282744,11.2943615229036,3.041074361355477,5.465216118386657,4.075424368042139,10.151753090117182,12.618711948830551,10.91575662984425
2019-01-01 14:00:00,4.505368652375232,9.231917537675407,11.797079814927159,3.179168093808183,5.796378069104435,4.337601550979205,10.791851161462489,13.59679815498798,11.312636084018305
2019-01-01 15:00:00,4.5725457012243425,9.086863068765787,11.669622640647653,3.1868117972751335,5.8063837331299695,4.3506336030691735,10.627459339486023,13.580082702375933,11.191373509187716
2019-01-01 16:00:00,5.382535785440979,9.51077714470086,11.67008643120873,3.5732374108722134,6.5596671153981205,4.890635369536039,10.98774828714103,14.796064531185394,11.192138379614388
2019-01-01 17:00:00,4.593722049652754,8.940679501732575,11.508328819285161,3.201681516825854,5.740197410045674,4.356719022868159,10.440690554788986,13.563194388057624,11.056824989746563
2019-01-01 18:00:00,3.2627110840598377,6.93452451305005,9.67025038407472,2.1497827743017695,4.198193361295061,2.5765214152757316,8.074867427953265,6.669240556622469,9.61448402594267
2019-01-01 19:00:00,1.5086185474890854,4.005261085057512,7.040036905352231,0.920152375535956,1.8860305250780698,0.5531132111446446,4.685299629999513,0.0,7.596708152409828
2019-01-01 20:00:00,1.0709370392431552,3.7942846881921923,6.974766301650938,0.6814704124650071,1.5340845202052762,0.14177510129779236,4.4968945318441484,0.0,7.599664434356068
2019-01-01 21:00:00,1.2667084663402406,4.8288286791629105,7.942324445649007,0.8142919802990889,2.1246141391993802,0.6628110188319845,5.565409847413953,0.6428364758584308,8.40796246274509
2019-01-01 22:00:00,2.475646780523249,6.51936527756925,9.625116448927358,1.775592454082659,3.5295665170808093,2.0098846723990853,7.649969774317327,5.914242484705923,9.585409511483952
2019-01-01 23:00:00,2.974076356633553,7.216787497290255,10.189408617169747,2.095010538791133,4.349259506649069,2.5499214684886304,8.37154149539002,8.450438508485888,10.092203789212828
2019-01-02 00:00:00,2.100960679361286,6.030533214285455,9.202715671821892,1.5693413955775277,3.088435010910281,1.6226435506154466,7.113792535264771,4.570358209082485,9.275514539869146
2019-01-02 01:00:00,2.476540993474181,6.179046319412237,9.2527582919815,1.7390335804236514,3.5604413906181662,1.9348267367503844,7.1470956102996155,5.915331288959663,9.361093344824972
2019-01-02 02:00:00,3.636010813370852,7.976276504788558,10.830553219402603,2.483388104167311,4.900185376041485,3.2483655369446858,9.282856074314516,10.407542827488456,10.530667903535008
2019-01-02 03:00:00,2.09872670051584,5.539436975235574,8.678962811391656,1.3983813894825303,2.9131460536807907,1.4281391001601271,6.405044534217126,3.803325669806057,8.884463202130167
2019-01-02 04:00:00,3.088031182550438,7.033161007566179,10.035342931076258,2.1686419807030717,4.33152097687897,2.6358775253600406,8.147272447451542,8.524119251782722,9.962740993706237
2019-01-02 05:00:00,1.5387480555031416,5.206990156826635,8.490299211691799,1.111738637035085,2.391150586780327,0.9129330705457797,6.138406169444764,2.048294440468581,8.7241670254896
2019-01-02 06:00:00,2.65108480559077,6.3843957827872515,9.315462543693656,1.8254111851333512,3.872845116847472,2.2437299702570463,7.2238845932379405,7.101060822534819,9.491054007767918
2019-01-02 07:00:00,1.9230472565939607,5.209912285863801,8.308694447953535,1.3217280341520024,2.7329358038566127,1.3199292033511973,5.90606064513878,3.420326239208805,8.620227728857994
2019-01-02 08:00:00,1.6664359478983215,5.298232254537041,8.440915880509941,1.1762870953870284,2.5877139194549486,1.1170373337873265,6.060381173932086,2.8379122471792755,8.753074880407393
2019-01-02 09:00:00,1.4912329722044575,4.5438553233313,7.668678563042519,0.9932118658148745,2.0527010731710575,0.8175095759885913,5.454155101670345,0.0,8.120162299047337
