timestamp,sensor_482010026,sensor_482010057,sensor_482010069,sensor_482010617,sensor_482010803,sensor_482011015,sensor_482011035,sensor_482011039,sensor_482016000
2019-01-01 16:00:00,0.20365729403846392,0.03991857646490845,0.05338429086316712,0.37488781564747087,0.0902660482212949,0.24373401744305312,0.032933099855776804,0.10621354736361475,0.10280529046738955
2019-01-01 18:00:00,0.14253135409034154,0.036899267810674305,0.05018462808944764,0.2337409466229906,0.07004485914463102,0.15584994774089164,0.031881927279310905,0.07604830740118668,0.08559536077003475
2019-01-01 19:00:00,0.2625662883262922,0.0699813575178251,0.07629197063783633,0.3646751224168033,0.12907316393757837,0.2602684713884003,0.060055777383666686,0.11857196449550834,0.10916094650679646
2019-01-01 20:00:00,0.1881570363634589,0.05334900786354216,0.06060894336241569,0.2630678737705011,0.09359005728013726,0.18681314940578833,0.04610689240630427,0.09127610251051531,0.08827827975960131
2019-01-01 21:00:00,0.22256447694639453,0.07997878348011957,0.09522723509120859,0.29781891561435253,0.12087375661916513,0.20332468507863058,0.07663187052058207,0.0956313825911038,0.11269368640672382
2019-01-01 22:00:00,0.1738200242941669,0.051259847924551724,0.062113282164904374,0.23808990784525644,0.0900772487323054,0.16867898141844057,0.04465203508264024,0.0846510705269466,0.10509720928924299
2019-01-01 23:00:00,0.10840967007601623,0.02347166256320493,0.028865535893310104,0.2534415356509039,0.04802932166970062,0.1475664329014944,0.018517801954545127,0.07296608363065134,0.05263793085481906
2019-01-02 00:00:00,0.24507136648256722,0.05998293444076936,0.08583741076227823,0.4268737320635051,0.11455223489583857,0.26269088025758586,0.050576793351129905,0.1183959157641017,0.1538458412706617
2019-01-02 01:00:00,0.10232963300761307,0.0234787210070633,0.028367828138326855,0.23026464005792058,0.04606462012086348,0.1353166244751173,0.01895046923027444,0.06667920720386883,0.050326006673000946
2019-01-02 02:00:00,0.13406479551273803,0.0277856969854365,0.03423262687833543,0.2790288380500728,0.06085457456280282,0.16273193691077267,0.022240544545794036,0.077188173382751,0.06371887351843968
2019-01-02 03:00:00,0.11498309724092508,0.025853646137471986,0.031857486964351034,0.22269679977480097,0.05236109762425846,0.1364355727027175,0.02090031680825291,0.06733242092194436,0.05871653259572484
2019-01-02 04:00:00,0.12613042350332676,0.02782789657023818,0.03204863904248006,0.29316532748939395,0.05598009387256212,0.16659091044290156,0.022375602152001784,0.07996783937008142,0.05719877265306836
2019-01-02 05:00:00,0.15904142774248228,0.03682066078839583,0.046873830240645474,0.28803617167744433,0.07332364244113257,0.17725358424079626,0.029850712058503048,0.08593327472445607,0.0877203932089074
2019-01-02 06:00:00,0.11616932207981899,0.03110145479233461,0.03803936171443941,0.22939698654284976,0.055310937075041734,0.14872755171722224,0.026304714520186918,0.07135845564826179,0.06555551713899263
2019-01-02 07:00:00,0.1479807326357819,0.04562993208411104,0.05272911912888017,0.18974890141894343,0.07698542755470676,0.1454300041506192,0.03994918348732535,0.0741463448976585,0.08131414510243057
2019-01-02 08:00:00,0.185843962212518,0.049561068372954854,0.056444242593890005,0.25936350644545586,0.09118001928621032,0.18793009669141975,0.04178615593120085,0.09163790959395528,0.08806679258305346
2019-01-02 09:00:00,0.19369334260127102,0.12005977541243565,0.24332875573316282,0.1720031984590528,0.11742570393026201,0.15067187185920333,0.15247204468794462,0.07559783282251295,0.27190359787993057
2019-01-02 10:00:00,0.1381293109554038,0.04323351886454902,0.061534936595731775,0.190622916897432,0.06973148708474643,0.13691605232338322,0.037605470376740044,0.07413005020229077,0.10276202706477446
2019-01-02 11:00:00,0.1658729464624882,0.03816209609297724,0.04816517278314622,0.2845655564676728,0.07687654672195099,0.1889916418568697,0.03173165664134648,0.08906518516171257,0.08025637749593875
2019-01-02 12:00:00,0.1263888712925178,0.026627120610853827,0.03202619273581209,0.27461747145024806,0.05726759170847909,0.15552031331412985,0.021694733976698143,0.0747545995636004,0.0544099911498565
2019-01-02 13:00:00,0.09949396786178549,0.027859480206904683,0.02775628978611713,0.13582154522299159,0.0523707910698629,0.09815112800464816,0.023665881672057253,0.048326183480673246,0.03793874866940737
2019-01-02 14:00:00,0.11214291464546977,0.04013566677889536,0.04051603578588048,0.12252912703155702,0.06345607921634228,0.10095277772711682,0.036174177680669724,0.05271839772436918,0.05003212713878286
2019-01-02 15:00:00,0.1386486831533967,0.03748174853662903,0.03721185241033536,0.17899799166305386,0.07040226877299993,0.13845258070232633,0.031684413458619096,0.066720097739124,0.05171523553120643
2019-01-02 16:00:00,0.12816178344917026,0.04133032829113374,0.04254655007412343,0.1267847728209584,0.07117558913932023,0.10807754704879863,0.0359509041274077,0.055594919983179,0.05595886092592082
2019-01-02 17:00:00,0.19060238169496357,0.055430814898072035,0.05653188974631227,0.2240546746107104,0.09827993382502863,0.17414354486145836,0.04766041402007926,0.084209727319781,0.07427750482168599
2019-01-02 18:00:00,0.22096455072526072,0.06888320352565591,0.07334011646010931,0.3092536237934218,0.11556093105950933,0.22538377857980246,0.061202471784566836,0.1084470934717525,0.10403774439730568
2019-01-02 19:00:00,0.12329948065225484,0.05638568550020633,0.09052881305738261,0.12861061902538815,0.07310922881511767,0.10237983686232305,0.05627780916883067,0.05605810646547309,0.1415832095245816
2019-01-02 20:00:00,0.25382161235944883,0.08091464480379573,0.12278141823404859,0.30050258652828843,0.1298458755185643,0.2393198374205263,0.07368242858013364,0.11952941055143614,0.20148538003337932
2019-01-02 21:00:00,0.16928634922459193,0.044978931136673395,0.0478481420929162,0.2343321601987184,0.08396319783027444,0.165598514555909,0.037538537770022654,0.08018673966984696,0.07125638570711441
2019-01-02 22:00:00,0.2499040755354098,0.05304315865259153,0.05420496687728246,0.499326021602287,0.11105112089738031,0.3006268052750421,0.043389733875464305,0.13055449349182638,0.08113001311893606
2019-01-02 23:00:00,0.13100425536936128,0.03855857851561985,0.044193133065504674,0.18543962828511715,0.06580178307259062,0.13756390068807786,0.033156856025856114,0.07110733646048567,0.06984096085366537
2019-01-03 00:00:00,0.08762241627104904,0.023155771321114207,0.03206128885936599,0.1292248265452496,0.042792213704504485,0.09504769065753543,0.018902363311948767,0.05149501995014072,0.0643718462967729
2019-01-03 01:00:00,0.05993238223612263,0.015002045098317061,0.021593840657616426,0.11232255107832927,0.028731962583720072,0.07462354682471704,0.012337839334124204,0.03981248084332446,0.04521518502645459
2019-01-03 02:00:00,0.2551072192536242,0.11709845222045791,0.14360265292685528,0.1986538277562581,0.15833614214663505,0.18478954660704977,0.12407716951839054,0.09075751491693083,0.1521024071294746
2019-01-03 03:00:00,0.13490164906272553,0.029663623137196223,0.03410966206917893,0.27459394897573597,0.06115517485150056,0.16440323626837616,0.024160446732156355,0.07805023253959167,0.057909290939725036
2019-01-03 04:00:00,0.09126684255012525,0.017902114158475202,0.023779967897295393,0.2102519419990294,0.038420043881003015,0.12874619201222187,0.013702612649018888,0.062131187966694985,0.04829439146029981
2019-01-03 05:00:00,0.17867235644742185,0.05354928985407296,0.06921301241119455,0.24842142643673623,0.08974250429729673,0.17327075631977393,0.04634195911566754,0.08684910079584197,0.11738371775098358
2019-01-03 06:00:00,0.11859015498510703,0.03561606160444754,0.04289274388839111,0.15801151095939045,0.06028717934753673,0.12094343350981987,0.030535634169256445,0.06212425603892161,0.06675954877168679
2019-01-03 07:00:00,0.21173415276670074,0.09029455222434689,0.1363371071648266,0.24280265731056208,0.11837814674228998,0.18373934474513048,0.08974669719777234,0.09393330335071337,0.18204895186469625
2019-01-03 08:00:00,0.25054319074760467,0.11051012414918256,0.15012797856232202,0.2603176306944036,0.14300189384516754,0.20738043485011953,0.11436191171426795,0.1063941947464563,0.16760680200284883
2019-01-03 09:00:00,0.27415227383035196,0.17726419100434276,0.23976370271056893,0.23795467969678602,0.17995124425861594,0.20460457910096375,0.20912221599447564,0.116257861108391,0.23225861239981543
2019-01-03 10:00:00,0.15997958789862965,0.18338657580456333,0.31349742224071214,0.11704168807117049,0.12576817009684277,0.11136141523856367,0.2040878017912403,0.12967320182688363,0.26730626091641185
