t,x,y,source_x,source_y,source_x_cartesian,source_y_cartesian,source_diameter,Q_total,wind_u,wind_v,D,phi
2021-01-01 00:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.6322100190682027,0.632210019068203,1.0,
2021-01-01 01:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,1.9159402890564863,1.1512130681023243,2.5241092453722462,
2021-01-01 02:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.9966463918027875,0.8973844419140794,1.0,
2021-01-01 03:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.0,0.0,1.0,
2021-01-01 04:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.4144882625731423,0.16746412838039837,1.0,
2021-01-01 05:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.27628590914989914,0.8503205941441431,1.0,
2021-01-01 06:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,1.3012830089389533,0.3244462937525144,22.325752635922306,
2021-01-01 07:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,1.2154675035684857,0.5667818051525227,22.325752635922306,
2021-01-01 08:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,0.8550129401784129,0.26140368885671944,14.8838347598668,
2021-01-01 09:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,1.3012830089389533,0.3244462937525144,22.325752635922306,
2021-01-01 10:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,1.2680538765081335,0.43662596482075366,22.325752635922306,
2021-01-01 11:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,0.3831880629204125,0.230242616690331,7.4419173799334,
2021-01-01 12:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,0.7819799730956717,0.4334585771417234,14.8838347598668,
2021-01-01 13:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,0.23689510344060608,0.3791114137967535,7.4419173799334,
2021-01-01 14:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,0.43727109523242746,0.09294484052028945,7.4419173799334,
2021-01-01 15:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,2.1258014570166646,0.690714763665325,37.2095864035449,
2021-01-01 16:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,2.641490756605919,0.4657660896816407,44.65150527184461,
2021-01-01 17:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0014,2.0089843878297065,0.9798471558645864,50.29947758263814,
2021-01-01 18:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,1.7423295423745793,0.40224846979265005,29.7676695197336,
2021-01-01 19:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,0.6747707288324214,-0.5865692456406129,1.0,
2021-01-01 20:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,2.6025660178779066,0.6488925875050288,3.0289312021407833,
2021-01-01 21:00:00,29.8314,-95.115,29.8314,-95.115,3380,8995,2515,0.0009,2.1688049377860796,0.5407438036946324,2.5241092453722462,
